loan_time,age,amount,n_credits,people,inst_rate,residence,checking,history,savings,job,job_status,property,housing,for,sex,debtor,OIP,telephone,foreign,default
6,37,3676,3,2,1,3,< 0,critical,<100,skilled / official,1 to less than 4,real estate,rent,car_new,male_single,none,none,2,1,2
30,21,3441,1,1,2,4,0 to 200,repaid,101 to 500,skilled / official,1 to less than 4,Car/Other,rent,fur_equ,female,coapplicant,none,2,1,1
12,49,640,1,1,4,2,none,repaid,<100,unskilled (resident),1 to less than 4,real estate,own,car_new,male_ds,none,none,2,1,2
21,27,3652,2,1,2,3,0 to 200,critical,<100,skilled / official,4 to less than 7,BSSA/Life,own,business,male_single,none,none,2,1,2
18,32,1530,2,1,3,2,none,critical,<100,skilled / official,1 to less than 4,BSSA/Life,own,car_new,male_single,none,bank,2,1,1
48,38,3914,1,1,4,2,none,repaid,unk_nil,skilled / official,1 to less than 4,real estate,own,business,male_ds,none,bank,2,1,1
12,22,1858,1,1,4,1,< 0,repaid,<100,skilled / official,less than 1,Car/Other,rent,fur_equ,female,none,none,2,1,2
18,65,2600,2,1,4,4,< 0,repaid,<100,skilled / official,1 to less than 4,UNK/None,free,rad_tel,male_single,none,none,2,1,1
15,35,1979,1,1,4,2,none,repaid,unk_nil,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,2
6,41,2116,1,1,2,2,> 201,repaid,<100,skilled / official,1 to less than 4,real estate,own,fur_equ,male_single,none,none,1,1,2
9,29,1437,1,1,2,3,0 to 200,fully repaid here,101 to 500,skilled / official,4 to less than 7,UNK/None,own,car_new,male_single,none,none,2,1,1
42,36,4042,2,1,4,4,none,critical,501 to 1000,skilled / official,1 to less than 4,real estate,own,fur_equ,male_single,none,none,1,1,2
9,64,3832,1,1,1,4,none,repaid,unk_nil,unskilled (resident),more than 7,real estate,own,edu,male_single,none,none,2,1,2
24,28,3660,1,1,2,4,< 0,repaid,<100,skilled / official,1 to less than 4,Car/Other,own,rad_tel,female,none,none,2,1,2
18,44,1553,1,1,4,3,< 0,fully repaid here,<100,skilled / official,1 to less than 4,Car/Other,own,fur_equ,male_single,none,bank,2,1,1
15,23,1444,1,1,4,1,0 to 200,repaid,unk_nil,skilled / official,less than 1,BSSA/Life,own,rad_tel,male_single,none,none,2,1,2
9,19,1980,2,1,2,2,none,repaid,<100,skilled / official,less than 1,Car/Other,rent,fur_equ,female,coapplicant,none,2,1,1
24,25,1355,1,1,3,4,0 to 200,repaid,<100,unskilled (resident),less than 1,Car/Other,own,car_new,female,none,none,1,1,1
12,47,1393,3,2,4,4,none,repaid,<100,skilled / official,more than 7,BSSA/Life,own,edu,male_single,none,bank,1,1,2
24,28,1376,1,1,4,1,none,repaid,501 to 1000,skilled / official,4 to less than 7,Car/Other,own,rad_tel,female,none,none,2,1,2
60,21,15653,2,1,2,4,none,delayed,<100,skilled / official,4 to less than 7,Car/Other,own,rad_tel,male_single,none,none,1,1,2
12,34,1493,1,2,4,3,none,repaid,<100,skilled / official,less than 1,Car/Other,own,rad_tel,female,none,none,2,1,2
42,26,4370,2,2,3,2,< 0,delayed,<100,skilled / official,4 to less than 7,BSSA/Life,own,rad_tel,male_single,none,bank,1,1,1
18,27,750,1,1,4,1,< 0,repaid,<100,unemp / unskill (non-res),unemployed,real estate,own,edu,female,none,none,2,1,1
15,38,1308,2,1,4,4,0 to 200,repaid,<100,unskilled (resident),more than 7,Car/Other,own,repairs,male_single,none,none,2,1,2
15,40,4623,1,1,3,2,none,repaid,101 to 500,man/self-em/HQ/off,1 to less than 4,BSSA/Life,own,edu,male_single,none,none,1,1,1
24,33,1851,2,1,4,2,none,critical,<100,skilled / official,4 to less than 7,Car/Other,own,rad_tel,male_mw,guarantor,none,1,1,2
18,32,1880,2,1,4,1,< 0,critical,<100,man/self-em/HQ/off,4 to less than 7,BSSA/Life,own,rad_tel,male_mw,none,none,1,1,2
36,27,7980,2,1,4,4,none,delayed,unk_nil,skilled / official,less than 1,Car/Other,rent,business,male_single,none,none,1,1,1
30,32,4583,2,1,2,2,< 0,fully repaid,<100,skilled / official,1 to less than 4,real estate,own,fur_equ,male_ds,guarantor,none,2,1,2
12,26,1386,1,1,2,2,none,repaid,501 to 1000,skilled / official,1 to less than 4,BSSA/Life,own,car_new,female,none,none,2,1,1
24,38,947,1,2,4,3,> 201,repaid,<100,skilled / official,4 to less than 7,UNK/None,free,car_new,male_single,none,bank,2,1,1
12,40,684,1,2,4,4,< 0,repaid,<100,unskilled (resident),1 to less than 4,Car/Other,rent,edu,male_single,none,none,2,1,1
48,50,7476,1,1,4,1,< 0,repaid,<100,man/self-em/HQ/off,4 to less than 7,UNK/None,free,edu,male_single,none,none,1,1,2
12,37,1922,1,1,4,2,0 to 200,repaid,<100,unskilled (resident),1 to less than 4,BSSA/Life,own,fur_equ,male_single,none,none,2,1,1
24,45,2303,1,1,4,1,< 0,repaid,<100,skilled / official,more than 7,real estate,own,car_new,male_single,coapplicant,none,2,1,1
36,42,8086,4,1,2,4,0 to 200,delayed,101 to 500,man/self-em/HQ/off,more than 7,Car/Other,own,car_new,male_single,none,none,1,1,1
24,35,2346,2,1,4,3,none,critical,<100,skilled / official,4 to less than 7,Car/Other,own,car_used,male_single,none,none,1,1,2
14,22,3973,1,1,1,4,< 0,repaid,<100,skilled / official,unemployed,UNK/None,free,car_new,male_single,none,none,2,1,2
12,41,888,1,2,4,4,0 to 200,repaid,<100,unskilled (resident),more than 7,Car/Other,own,car_new,male_single,none,bank,2,1,1
48,37,10222,1,1,4,3,none,repaid,unk_nil,skilled / official,4 to less than 7,Car/Other,own,rad_tel,male_single,none,stores,1,1,2
30,28,4221,2,1,2,1,0 to 200,fully repaid,<100,skilled / official,1 to less than 4,Car/Other,own,business,female,none,none,2,1,2
18,41,6361,1,1,2,1,0 to 200,critical,<100,skilled / official,more than 7,UNK/None,own,fur_equ,male_single,none,none,1,1,2
12,23,1297,1,1,3,4,> 201,repaid,<100,skilled / official,1 to less than 4,real estate,rent,rad_tel,male_mw,none,none,2,1,2
12,23,900,1,1,4,2,< 0,repaid,unk_nil,skilled / official,1 to less than 4,Car/Other,own,car_new,male_mw,none,none,2,1,1
21,50,2241,2,1,4,2,none,repaid,<100,skilled / official,more than 7,real estate,own,fur_equ,male_single,none,none,2,1,2
6,35,1050,2,1,4,1,0 to 200,delayed,<100,man/self-em/HQ/off,unemployed,BSSA/Life,own,fur_equ,male_single,none,stores,1,1,2
6,50,1047,1,1,2,4,> 201,critical,<100,unskilled (resident),1 to less than 4,BSSA/Life,own,edu,female,none,none,2,1,2
24,27,6314,2,1,4,2,none,critical,<100,man/self-em/HQ/off,unemployed,UNK/None,own,car_used,male_single,coapplicant,bank,1,1,2
30,34,3496,1,2,4,2,0 to 200,fully repaid here,>1000,skilled / official,1 to less than 4,Car/Other,own,fur_equ,male_single,none,stores,1,1,2
48,27,3609,1,1,1,1,none,fully repaid here,<100,skilled / official,1 to less than 4,real estate,own,business,female,none,stores,2,1,2
12,43,4843,2,1,3,4,< 0,critical,<100,skilled / official,more than 7,BSSA/Life,rent,car_new,male_single,coapplicant,none,1,1,1
30,47,3017,1,1,4,4,> 201,critical,<100,skilled / official,more than 7,BSSA/Life,own,rad_tel,male_single,none,none,2,1,2
24,27,4139,2,1,3,3,none,critical,101 to 500,unskilled (resident),1 to less than 4,BSSA/Life,own,business,male_single,none,none,1,1,2
36,31,5742,2,1,2,2,none,repaid,101 to 500,skilled / official,4 to less than 7,Car/Other,own,business,male_single,none,none,1,1,2
60,42,10366,1,1,2,4,none,repaid,<100,man/self-em/HQ/off,more than 7,BSSA/Life,own,car_new,male_single,none,none,1,1,2
6,24,2080,1,1,1,2,none,critical,501 to 1000,skilled / official,1 to less than 4,Car/Other,own,car_new,male_mw,none,none,2,1,2
21,41,2580,1,2,4,2,none,delayed,501 to 1000,unskilled (resident),less than 1,real estate,own,business,male_single,none,bank,2,1,1
30,26,4530,1,1,4,4,none,critical,<100,man/self-em/HQ/off,4 to less than 7,Car/Other,rent,rad_tel,female,none,none,1,1,2
24,33,5150,1,1,4,4,none,critical,<100,skilled / official,more than 7,Car/Other,own,fur_equ,male_single,none,none,1,1,2
72,24,5595,1,1,2,2,0 to 200,repaid,101 to 500,skilled / official,1 to less than 4,Car/Other,own,rad_tel,male_mw,none,none,2,1,1
24,64,2384,1,1,4,4,< 0,repaid,<100,unskilled (resident),more than 7,real estate,rent,rad_tel,male_single,none,bank,2,1,2
18,26,1453,1,1,3,1,none,repaid,<100,skilled / official,less than 1,real estate,own,rad_tel,female,none,none,2,1,2
6,56,1538,1,1,1,2,none,repaid,<100,skilled / official,less than 1,UNK/None,own,edu,female,none,none,2,1,2
12,37,2279,1,1,4,4,none,repaid,unk_nil,skilled / official,1 to less than 4,UNK/None,free,rad_tel,male_single,none,none,1,1,2
15,33,1478,2,1,4,3,none,delayed,<100,skilled / official,1 to less than 4,real estate,own,rad_tel,male_mw,none,bank,2,1,2
24,47,5103,3,1,3,3,none,critical,<100,skilled / official,less than 1,UNK/None,free,rad_tel,male_mw,none,none,1,1,2
36,31,9857,2,2,1,3,0 to 200,delayed,101 to 500,unskilled (resident),4 to less than 7,BSSA/Life,own,business,male_single,none,none,1,1,2
60,34,6527,1,2,4,4,none,repaid,unk_nil,skilled / official,1 to less than 4,UNK/None,free,car_new,male_single,none,none,1,1,2
10,27,1347,2,1,4,2,> 201,critical,unk_nil,skilled / official,4 to less than 7,BSSA/Life,own,rad_tel,male_single,none,none,1,1,2
36,30,2862,1,1,4,3,0 to 200,delayed,101 to 500,skilled / official,more than 7,UNK/None,free,car_new,male_single,none,none,2,1,2
9,35,2753,1,1,3,4,none,repaid,101 to 500,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,coapplicant,none,1,1,2
12,31,3651,1,2,1,3,< 0,repaid,>1000,skilled / official,1 to less than 4,BSSA/Life,own,car_new,male_single,none,none,2,1,2
15,25,975,2,1,2,3,< 0,critical,<100,skilled / official,1 to less than 4,BSSA/Life,own,fur_equ,male_ds,none,none,2,1,2
15,25,2631,1,1,3,2,0 to 200,repaid,101 to 500,unskilled (resident),1 to less than 4,real estate,own,repairs,female,none,none,2,1,2
24,29,2896,1,1,2,1,0 to 200,repaid,101 to 500,skilled / official,less than 1,Car/Other,own,rad_tel,male_single,none,none,2,1,2
6,44,4716,2,2,1,3,< 0,critical,unk_nil,unskilled (resident),less than 1,real estate,own,car_new,male_single,none,none,2,1,2
24,28,2284,1,1,4,2,none,repaid,<100,skilled / official,4 to less than 7,Car/Other,own,rad_tel,male_single,none,none,1,1,2
6,50,1236,1,1,2,4,none,repaid,501 to 1000,skilled / official,1 to less than 4,BSSA/Life,rent,car_used,male_single,none,none,2,1,2
12,29,1103,2,1,4,3,0 to 200,repaid,<100,skilled / official,4 to less than 7,real estate,own,rad_tel,male_single,guarantor,none,2,2,2
12,38,926,1,1,1,2,none,critical,<100,unemp / unskill (non-res),unemployed,BSSA/Life,own,car_new,female,none,none,2,1,2
18,24,1800,2,1,4,2,none,critical,<100,skilled / official,1 to less than 4,Car/Other,own,rad_tel,male_single,none,none,2,1,2
15,40,1905,1,1,4,4,> 201,repaid,<100,man/self-em/HQ/off,more than 7,Car/Other,rent,edu,male_single,none,none,1,1,2
12,29,1123,1,1,4,4,none,repaid,501 to 1000,unskilled (resident),1 to less than 4,Car/Other,rent,fur_equ,female,none,none,2,1,1
48,46,6331,2,1,4,4,< 0,critical,<100,skilled / official,more than 7,UNK/None,free,car_used,male_single,none,none,1,1,1
24,47,1377,1,1,4,2,> 201,repaid,101 to 500,skilled / official,more than 7,UNK/None,free,rad_tel,female,none,none,1,1,2
30,41,2503,2,1,4,2,0 to 200,delayed,101 to 500,skilled / official,more than 7,BSSA/Life,own,business,male_single,none,stores,2,1,2
27,32,2528,1,2,4,1,0 to 200,repaid,<100,skilled / official,less than 1,BSSA/Life,own,business,female,none,none,1,1,2
15,35,5324,1,1,1,4,none,repaid,501 to 1000,skilled / official,more than 7,UNK/None,free,car_new,female,none,none,2,1,2
48,24,6560,1,1,3,2,0 to 200,repaid,101 to 500,skilled / official,4 to less than 7,BSSA/Life,own,car_new,male_single,none,none,2,1,1
12,25,2969,2,1,4,3,0 to 200,fully repaid,<100,skilled / official,less than 1,BSSA/Life,rent,fur_equ,female,none,none,2,1,1
9,25,1206,1,1,4,4,0 to 200,repaid,<100,skilled / official,more than 7,real estate,own,rad_tel,female,none,none,2,1,2
9,37,2118,1,2,2,2,0 to 200,repaid,<100,unskilled (resident),1 to less than 4,real estate,own,rad_tel,male_single,none,none,2,1,2
18,32,629,2,1,4,3,none,critical,501 to 1000,man/self-em/HQ/off,more than 7,BSSA/Life,own,rad_tel,male_single,none,bank,1,1,2
6,35,1198,1,1,4,4,< 0,fully repaid here,<100,skilled / official,more than 7,UNK/None,free,edu,female,none,none,2,1,1
21,46,2476,1,1,4,4,none,repaid,unk_nil,man/self-em/HQ/off,more than 7,real estate,own,car_used,male_single,none,none,1,1,2
9,25,1138,2,1,4,4,< 0,critical,<100,unskilled (resident),1 to less than 4,real estate,own,rad_tel,male_single,none,none,2,1,2
60,27,14027,1,1,4,2,0 to 200,repaid,<100,man/self-em/HQ/off,4 to less than 7,UNK/None,own,car_new,male_single,none,none,1,1,1
30,63,7596,2,1,1,4,none,critical,unk_nil,skilled / official,more than 7,Car/Other,own,car_used,male_single,none,none,2,1,2
30,40,3077,2,2,3,2,none,critical,unk_nil,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,1,1,2
18,32,1505,1,1,4,2,none,repaid,<100,man/self-em/HQ/off,1 to less than 4,UNK/None,free,rad_tel,male_single,none,none,1,1,2
24,31,3148,2,1,3,2,> 201,critical,unk_nil,skilled / official,1 to less than 4,Car/Other,own,rad_tel,male_single,none,none,1,1,2
20,31,6148,2,1,3,4,0 to 200,fully repaid,101 to 500,skilled / official,more than 7,Car/Other,own,car_used,male_mw,none,bank,1,1,2
9,34,1337,2,1,4,2,> 201,fully repaid,<100,man/self-em/HQ/off,less than 1,Car/Other,own,rad_tel,male_single,none,none,1,1,1
6,24,433,1,2,4,2,0 to 200,fully repaid here,>1000,skilled / official,less than 1,BSSA/Life,rent,edu,female,none,bank,2,1,1
12,24,1228,1,1,4,2,< 0,repaid,<100,unskilled (resident),1 to less than 4,real estate,own,car_new,female,none,none,2,1,1
9,66,790,1,1,4,3,0 to 200,repaid,501 to 1000,unskilled (resident),1 to less than 4,real estate,own,rad_tel,female,none,none,2,1,2
27,21,2570,1,1,3,3,none,repaid,<100,skilled / official,1 to less than 4,real estate,rent,car_new,female,none,none,2,1,1
6,41,250,2,1,2,2,none,critical,>1000,unskilled (resident),1 to less than 4,real estate,own,car_new,female,none,bank,2,1,2
15,47,1316,2,1,2,2,none,critical,501 to 1000,unskilled (resident),1 to less than 4,BSSA/Life,own,rad_tel,male_mw,none,none,2,1,2
18,25,1882,2,1,4,4,< 0,repaid,<100,skilled / official,1 to less than 4,Car/Other,rent,rad_tel,female,none,bank,2,1,1
48,59,6416,1,1,4,3,0 to 200,fully repaid here,<100,skilled / official,more than 7,UNK/None,rent,business,female,none,none,2,1,1
24,36,1275,2,1,2,4,> 201,critical,>1000,skilled / official,1 to less than 4,real estate,own,business,male_ds,none,none,1,1,2
24,33,6403,1,1,1,2,0 to 200,delayed,<100,skilled / official,less than 1,Car/Other,own,rad_tel,male_single,none,none,2,1,2
24,21,1987,1,2,2,4,< 0,repaid,<100,unskilled (resident),1 to less than 4,real estate,rent,rad_tel,male_single,none,none,2,1,1
8,44,760,1,1,4,2,0 to 200,repaid,<100,unskilled (resident),4 to less than 7,real estate,own,rad_tel,female,guarantor,none,2,1,2
24,28,2603,1,1,2,4,none,repaid,>1000,skilled / official,1 to less than 4,Car/Other,rent,car_used,female,none,none,1,1,2
4,37,3380,1,2,1,1,none,critical,<100,skilled / official,4 to less than 7,real estate,own,car_new,female,none,none,2,1,2
36,29,3990,1,1,3,2,0 to 200,fully repaid here,unk_nil,unemp / unskill (non-res),less than 1,UNK/None,own,dom_app,female,none,bank,2,1,2
24,23,11560,2,1,1,4,0 to 200,repaid,<100,man/self-em/HQ/off,1 to less than 4,Car/Other,rent,car_used,female,none,none,2,1,1
18,35,4380,1,2,3,4,< 0,repaid,101 to 500,unskilled (resident),1 to less than 4,Car/Other,own,car_new,male_single,none,none,1,1,2
6,45,6761,2,2,1,3,none,critical,<100,man/self-em/HQ/off,4 to less than 7,UNK/None,own,car_new,male_single,none,none,1,1,2
30,26,4280,2,1,4,4,0 to 200,fully repaid,101 to 500,unskilled (resident),1 to less than 4,Car/Other,rent,business,female,none,none,2,1,1
24,32,2325,1,1,2,3,< 0,fully repaid here,101 to 500,skilled / official,4 to less than 7,Car/Other,own,car_new,male_single,none,bank,2,1,2
10,23,1048,1,1,4,4,0 to 200,fully repaid here,<100,unskilled (resident),1 to less than 4,real estate,own,rad_tel,male_single,none,stores,2,1,2
21,41,3160,1,1,4,3,none,repaid,unk_nil,skilled / official,more than 7,BSSA/Life,own,rad_tel,male_single,none,none,1,1,2
24,22,2483,1,1,4,4,< 0,fully repaid here,501 to 1000,skilled / official,1 to less than 4,real estate,own,fur_equ,male_single,none,stores,1,1,2
39,30,14179,2,1,4,4,< 0,critical,unk_nil,man/self-em/HQ/off,4 to less than 7,BSSA/Life,own,fur_equ,male_single,none,none,1,1,2
13,28,1797,2,1,3,1,< 0,critical,<100,unskilled (resident),less than 1,BSSA/Life,own,business,male_single,none,bank,2,1,2
15,23,2511,1,1,1,4,< 0,repaid,<100,skilled / official,unemployed,Car/Other,rent,car_new,female,none,none,2,1,2
12,37,1274,1,1,3,1,< 0,repaid,<100,unskilled (resident),less than 1,real estate,own,car_new,female,none,none,2,1,1
21,26,5248,1,1,1,3,none,repaid,unk_nil,skilled / official,1 to less than 4,Car/Other,own,car_used,male_single,none,none,2,1,2
15,33,3029,1,1,2,2,none,repaid,<100,skilled / official,4 to less than 7,Car/Other,own,car_used,male_single,none,none,2,1,2
6,49,428,1,1,2,1,< 0,repaid,<100,skilled / official,more than 7,BSSA/Life,own,fur_equ,female,none,bank,1,1,2
18,23,976,1,1,1,2,< 0,repaid,<100,unskilled (resident),less than 1,Car/Other,own,car_new,female,none,none,2,1,1
12,23,841,1,1,2,4,0 to 200,repaid,101 to 500,unskilled (resident),4 to less than 7,real estate,rent,business,female,none,none,2,1,2
30,25,5771,2,1,4,2,none,critical,<100,skilled / official,4 to less than 7,Car/Other,own,rad_tel,female,none,none,2,1,2
12,55,1555,2,2,4,4,none,delayed,>1000,skilled / official,more than 7,UNK/None,free,repairs,male_single,none,none,2,1,1
24,32,1285,1,1,4,4,< 0,repaid,unk_nil,skilled / official,4 to less than 7,UNK/None,rent,car_new,female,none,none,2,1,1
6,74,1299,3,2,1,1,> 201,critical,<100,unemp / unskill (non-res),1 to less than 4,real estate,own,car_new,male_single,none,none,2,2,2
15,39,1271,2,1,3,4,> 201,critical,unk_nil,skilled / official,1 to less than 4,UNK/None,free,rad_tel,male_single,none,none,1,1,1
24,31,1393,1,1,2,2,none,repaid,<100,skilled / official,1 to less than 4,real estate,own,car_new,male_single,guarantor,none,1,1,2
12,35,691,2,1,4,3,< 0,critical,<100,skilled / official,more than 7,BSSA/Life,own,car_new,male_single,none,none,2,1,1
15,59,5045,1,1,1,4,none,critical,unk_nil,skilled / official,more than 7,Car/Other,own,car_new,female,none,none,1,1,2
18,24,2124,2,1,4,4,< 0,critical,<100,skilled / official,1 to less than 4,real estate,rent,fur_equ,female,none,none,2,1,1
12,24,2214,1,1,4,3,< 0,repaid,<100,unskilled (resident),1 to less than 4,BSSA/Life,own,rad_tel,male_single,none,none,2,1,2
21,30,12680,1,1,4,4,none,critical,unk_nil,man/self-em/HQ/off,more than 7,UNK/None,free,car_new,male_single,none,none,1,1,1
24,27,2463,2,1,4,3,none,critical,101 to 500,skilled / official,4 to less than 7,BSSA/Life,own,car_new,male_mw,none,none,1,1,2
12,40,1155,2,1,3,3,0 to 200,repaid,<100,unskilled (resident),more than 7,real estate,own,rad_tel,male_mw,guarantor,bank,2,1,2
30,31,3108,1,1,2,4,< 0,repaid,<100,unskilled (resident),less than 1,BSSA/Life,own,fur_equ,male_ds,none,none,2,1,1
10,31,2901,1,1,1,4,none,repaid,unk_nil,skilled / official,less than 1,real estate,rent,car_used,female,none,none,2,1,2
12,28,3617,3,1,1,4,0 to 200,critical,<100,skilled / official,more than 7,Car/Other,rent,fur_equ,male_single,none,none,1,1,2
12,63,1655,2,1,2,4,none,critical,<100,unskilled (resident),more than 7,real estate,own,rad_tel,male_single,none,none,1,1,2
24,26,2812,1,1,2,4,< 0,repaid,unk_nil,skilled / official,more than 7,real estate,rent,car_used,female,none,none,2,1,2
36,25,8065,2,1,3,2,< 0,critical,<100,man/self-em/HQ/off,1 to less than 4,UNK/None,own,edu,female,none,none,1,1,1
21,36,3275,1,1,1,4,none,critical,<100,man/self-em/HQ/off,more than 7,Car/Other,own,car_used,male_single,none,none,1,1,2
24,52,2223,2,1,4,4,none,critical,101 to 500,skilled / official,more than 7,BSSA/Life,own,rad_tel,male_single,none,bank,2,1,2
12,66,1480,3,1,2,4,> 201,critical,501 to 1000,unemp / unskill (non-res),unemployed,UNK/None,free,car_new,male_single,none,bank,2,1,2
24,25,1371,1,1,4,4,< 0,repaid,unk_nil,skilled / official,1 to less than 4,real estate,rent,car_new,female,none,none,2,1,1
36,37,3535,2,1,4,4,none,critical,<100,skilled / official,4 to less than 7,Car/Other,own,car_new,male_single,none,none,1,1,2
18,25,3509,1,1,4,1,< 0,repaid,<100,skilled / official,4 to less than 7,real estate,own,rad_tel,female,guarantor,none,2,1,2
36,38,5711,2,1,4,2,none,critical,>1000,man/self-em/HQ/off,more than 7,Car/Other,own,car_used,male_single,none,none,1,1,2
18,67,3872,1,1,2,4,0 to 200,repaid,<100,skilled / official,unemployed,Car/Other,own,repairs,female,none,none,1,1,2
39,25,4933,2,1,2,2,0 to 200,critical,<100,skilled / official,4 to less than 7,real estate,own,rad_tel,male_single,guarantor,none,2,1,1
24,60,1940,1,1,4,4,none,critical,>1000,skilled / official,more than 7,real estate,own,car_new,male_single,none,none,1,1,2
12,31,1410,1,1,2,2,0 to 200,fully repaid,<100,unskilled (resident),1 to less than 4,real estate,own,retain,male_single,none,none,1,1,2
12,23,836,1,1,4,2,0 to 200,repaid,101 to 500,unskilled (resident),less than 1,BSSA/Life,own,car_new,female,none,bank,2,1,1
20,60,6468,1,1,1,4,0 to 200,repaid,unk_nil,man/self-em/HQ/off,unemployed,real estate,own,car_used,male_ds,none,none,1,1,2
18,35,1941,1,1,4,2,0 to 200,repaid,>1000,unskilled (resident),1 to less than 4,BSSA/Life,own,business,male_single,none,none,1,1,2
22,40,2675,1,1,3,4,none,repaid,501 to 1000,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,2
48,38,2751,2,2,4,3,none,critical,unk_nil,skilled / official,more than 7,Car/Other,own,car_used,male_single,none,none,1,1,2
48,50,6224,1,1,4,4,0 to 200,delayed,<100,skilled / official,more than 7,UNK/None,free,edu,male_single,none,none,2,1,1
40,27,5998,1,1,4,3,< 0,critical,<100,skilled / official,1 to less than 4,UNK/None,own,edu,male_single,none,bank,1,1,1
21,39,1188,1,2,2,4,0 to 200,repaid,<100,skilled / official,more than 7,BSSA/Life,own,business,female,none,none,2,1,1
24,41,6313,1,2,3,4,none,repaid,unk_nil,man/self-em/HQ/off,more than 7,Car/Other,own,car_used,male_single,none,none,1,1,2
6,27,1221,2,1,1,2,none,critical,unk_nil,skilled / official,1 to less than 4,BSSA/Life,own,fur_equ,male_mw,none,none,2,1,2
24,51,2892,1,1,3,4,> 201,repaid,<100,skilled / official,more than 7,UNK/None,free,fur_equ,male_ds,none,none,2,1,2
24,32,3062,1,1,4,3,none,repaid,501 to 1000,skilled / official,more than 7,UNK/None,rent,fur_equ,male_single,none,none,1,1,2
9,22,2301,1,1,2,4,none,repaid,101 to 500,skilled / official,less than 1,BSSA/Life,rent,fur_equ,female,none,none,2,1,2
18,51,7511,1,2,1,4,< 0,repaid,unk_nil,skilled / official,more than 7,BSSA/Life,free,car_used,male_single,none,none,1,1,1
12,22,1258,2,1,2,4,none,critical,<100,unskilled (resident),less than 1,BSSA/Life,rent,fur_equ,female,none,none,2,1,2
24,54,717,2,1,4,4,none,delayed,unk_nil,skilled / official,more than 7,Car/Other,own,car_new,male_mw,none,none,1,1,2
9,35,1549,1,1,4,2,0 to 200,repaid,unk_nil,unemp / unskill (non-res),less than 1,real estate,own,car_new,male_single,none,none,2,1,2
24,54,1597,2,2,4,4,none,critical,<100,skilled / official,more than 7,UNK/None,free,edu,male_single,none,none,2,1,2
18,48,1795,2,1,3,4,0 to 200,critical,<100,unskilled (resident),more than 7,real estate,rent,rad_tel,female,guarantor,bank,1,1,2
20,24,4272,2,1,1,4,< 0,critical,<100,skilled / official,more than 7,BSSA/Life,own,fur_equ,female,none,none,2,1,2
12,35,976,2,1,4,4,none,critical,unk_nil,skilled / official,more than 7,Car/Other,own,rad_tel,male_single,none,none,2,1,2
12,24,7472,1,1,1,2,0 to 200,repaid,unk_nil,unemp / unskill (non-res),unemployed,real estate,rent,car_new,female,none,none,2,1,2
36,24,9271,1,1,2,1,< 0,repaid,<100,skilled / official,4 to less than 7,Car/Other,own,car_new,male_single,none,none,1,1,1
6,26,590,1,1,3,3,0 to 200,repaid,<100,unskilled (resident),less than 1,real estate,own,rad_tel,male_mw,none,none,2,2,2
12,65,930,4,1,4,4,none,critical,unk_nil,skilled / official,more than 7,real estate,own,rad_tel,male_single,none,none,2,1,2
42,55,9283,1,1,1,2,0 to 200,fully repaid here,<100,man/self-em/HQ/off,unemployed,UNK/None,free,car_used,male_single,none,bank,1,1,2
15,26,1778,2,1,2,1,0 to 200,fully repaid,<100,unemp / unskill (non-res),less than 1,real estate,rent,car_new,female,none,none,2,1,1
8,26,907,1,1,3,2,0 to 200,repaid,<100,skilled / official,less than 1,real estate,own,business,male_mw,none,none,1,1,2
6,28,484,1,1,3,3,0 to 200,repaid,<100,unskilled (resident),4 to less than 7,real estate,own,rad_tel,male_mw,guarantor,bank,2,1,2
36,24,9629,2,1,4,4,< 0,critical,<100,skilled / official,4 to less than 7,Car/Other,own,car_used,male_single,none,none,1,1,1
48,54,3051,1,1,3,4,< 0,repaid,<100,skilled / official,1 to less than 4,Car/Other,own,dom_app,male_single,none,none,2,1,1
48,46,3931,1,2,4,4,< 0,repaid,<100,skilled / official,4 to less than 7,UNK/None,free,car_new,male_single,none,none,2,1,1
36,54,7432,1,1,2,2,0 to 200,delayed,<100,skilled / official,1 to less than 4,BSSA/Life,rent,car_new,female,none,none,2,1,2
6,62,1338,1,1,1,4,none,repaid,501 to 1000,skilled / official,1 to less than 4,real estate,own,dom_app,male_ds,none,none,2,1,2
6,24,1554,2,1,1,2,none,critical,<100,skilled / official,4 to less than 7,Car/Other,rent,rad_tel,female,none,none,1,1,2
36,43,15857,1,1,2,3,< 0,repaid,<100,man/self-em/HQ/off,unemployed,Car/Other,own,car_used,male_ds,coapplicant,none,2,1,2
18,26,1345,1,1,4,3,< 0,repaid,<100,skilled / official,1 to less than 4,real estate,own,rad_tel,male_mw,none,bank,2,1,1
12,27,1101,2,1,3,2,none,repaid,<100,skilled / official,1 to less than 4,real estate,own,car_new,male_mw,none,none,1,1,2
12,24,3016,1,1,3,1,> 201,repaid,<100,skilled / official,1 to less than 4,Car/Other,own,rad_tel,male_mw,none,none,2,1,2
36,41,2712,1,2,2,2,< 0,repaid,<100,skilled / official,more than 7,BSSA/Life,own,fur_equ,male_single,none,bank,2,1,1
